阅读量,评价数,标题,情感,详情页,作者,最后更新,影响力,文章内容,评价
4013,1,多因素共振银行股集体走强 平安银行再创新高,正,"http://guba.eastmoney.com/news,cjpl,879559216.html",财经评论资讯,2020/10/8 13:27,5,10月8日，银行股集体走强，平安银行股价盘中再创历史新高。截至发稿，常熟银行涨超7%，宁波银行、平安银行、光大银行涨超3%。　　财政部在9月26日发布的《金融企业财务规则(征求意见稿)》(以下简称“征求意见稿”)，成为近日银行业、资本市场关注的焦点之一。与现行规定相比，征求意见稿增加了预算管理、资本金管理、投资管理、考核与评价等，并对原有内容进行了较大幅度调整。同时，为真实反映金融企业经营成果，防止金融企业利用准备金调节利润，征求意见稿对于大幅超提准备金予以规范。　　财政部在这份征求意见稿中提出，金融企业原则上计提的损失准备，不得超过规定最低标准的2倍；超过2倍的部分，应全部还原成未分配利润，在年终进行分配。监管部门规定，银行拨备覆盖率基本标准为150%。　　在A股上市银行里，多家银行的拨备覆盖率远超这一标准。截至2019年6月底，33家A股银行中，拨备覆盖率超过200%的达到19家，超过300%的达到了6家。按照最新规定，这些银行未来的拨备将会放缓，利润得到更多释放。　　国泰君安指出，9月银行板块整体上涨3.0%，涨幅在所有行业板块中排名第五，板块内部过半个股上涨。涨幅前五位的银行及涨幅分别是：宁波银行10.4%、南京银行10.1%、平安银行10.1%、杭州银行5.9%、浦发银行5.0%。该机构认为，普惠金融和LPR报价改革背景下，中小银行资产定价更具灵活性、同业负债受益更具弹性，重点推荐低估值的优质中型银行：兴业银行、平安银行、光大银行、南京银行和邮储银行。　　申万宏源提醒投资者四季度超配银行板块，(1)基本面与估值角度：10月底三季报披露，预计归母净利润增速较中报进一步提升，基本面确定性向好而当前银行板块估值仅0.84X19年PB，性价比突出。(2)外部舆论环境正在纠偏：市场对于银行单方面让利的错误认识正在修正，降低实体融资成本的前提是降低银行负债成本，预计监管将进一步通过管理高息存款产品引导银行负债成本进一步下降；(3)四季度外部经济环境有望向好：金融数据预计持续改善，全面政策托底的背景下，四季度经济数据有望回暖。　　申万宏源认为，在“资产紧-负债松”的格局下，市场负债占比较高、资产端经营能力强且合规性高的优秀中小银行成为核心受益者，重点把握基本面强劲、估值不高、市场仍存分歧但预计观点将逐步统一的银行。首推组合：光大银行、平安银行、兴业银行、南京银行、常熟银行。长期组合：上海银行、招商银行、宁波银行。　　中信证券表示，当前银行板块具备估值低、机构持仓低、ROE高的特点，建议关注配置价值。投资组合上，优选具备个股特色的招商银行和平安银行，关注低估值的兴业银行、工商银行、中国银行，以及高成长性的常熟银行。,拉几次新高回落，今天如果不能突破16.22，明天开始肯定会回调一段时间。
1419,2,这个股外资还在买买买，结合PB能到21左右。,正,"http://guba.eastmoney.com/news,000001,879556717.html",囖囖咯,2020/10/8 13:21,15,,光大。蒲发呢？破净啊。哈哈.楼主4年前参与增发的的？-----光大。蒲发呢？破净啊。哈哈.楼主4年前参与增发的的？-----破净的股多了，强者恒强嘛。
1101,0,应该还能涨点，但已进入顶部区域。放量拉升卖一半，剩,正,"http://guba.eastmoney.com/news,000001,879551186.html",肖冰21,2020/10/8 12:54,2,,
1309,1,龙头,正,"http://guba.eastmoney.com/news,000001,879549316.html",OiO捉妖OiO,2020/10/8 12:52,2,,节前跑了，节后大涨
1640,3,买了160万，希望能在涨30%？,正,"http://guba.eastmoney.com/news,000001,879545116.html",立马samsung,2020/10/8 11:45,25,,现价30%以上-----怎么这么有钱-----10个点是有的
1306,0,平安银行，银行股的茅台,正,"http://guba.eastmoney.com/news,000001,879544569.html",非洲股友炒股,2020/10/8 11:40,3,,
9460,0,节后喜迎开门红！A股逆市雄起,正,"http://guba.eastmoney.com/news,cfhpl,879541522.html",逆势套利刘冰,2020/10/8 11:32,4,,
1066,0,拉的很给力啊。,正,"http://guba.eastmoney.com/news,000001,879534299.html",中国红马甲,2020/10/8 11:04,3,,
1101,0,就稀罕你们这样,正,"http://guba.eastmoney.com/news,000001,879533614.html",马拉松指数投资,2020/10/8 11:02,2,,
1014,0,吃肉了,正,"http://guba.eastmoney.com/news,000001,879532129.html",保住本金最重,2020/10/8 10:57,3,,
1191,0,平安银行，牛气冲冲，怎么回事？,正,"http://guba.eastmoney.com/news,000001,879531301.html",龙腾四海989888,2020/10/8 10:55,2,,
26584,1,平安银行小微金融样本观察：创新驱动，推动新一轮产业,正,"http://guba.eastmoney.com/news,cfhpl,879222578.html",识基荟,2020/10/10 14:10,4,,"这位基友，您这篇文章写得实在是太好啦！快把文章发到基金吧里让更多的基友看到吧~手把手教你如何在基金吧发带图贴：-----http://guba.eastmoney.com/news,xstl,785845023.html-----基金吧主页链接（发到具体的某支基金的吧里哦）：-----http://guba.eastmoney.com/jj.html"
3278,0,上证50指数涨逾1% 平安银行再创历史新高,正,"http://guba.eastmoney.com/news,cjpl,879535870.html",财经评论资讯,2020/10/8 10:57,5,【上证50指数涨逾1%平安银行再创历史新高】上证50指数涨逾1%，银行股拉升，平安银行涨超3%，股价为16.09元。,
976,0,还是这个牛,正,"http://guba.eastmoney.com/news,000001,879529009.html",鬼股真神,2020/10/8 10:53,25,,
1091,0,热烈祝贺平安银行勇创历史新高！！！,正,"http://guba.eastmoney.com/news,000001,879530074.html",柒伍肆贰,2020/10/8 10:52,15,,
1199,1,今天有点强势，下午能保持住吗，只能说我卖早了,正,"http://guba.eastmoney.com/news,000001,879530047.html",你就会有钱,2020/10/8 10:51,2,,在做头了跑跑跑-----
963,0,又新高了，好,正,"http://guba.eastmoney.com/news,000001,879529461.html",偶尔涨一点,2020/10/8 10:50,25,,
1147,0,涨得怀疑人生,正,"http://guba.eastmoney.com/news,000001,879528936.html",爱了就涨,2020/10/8 10:48,25,,
1068,0,数字币总龙头,正,"http://guba.eastmoney.com/news,000001,879528832.html",读者8,2020/10/8 10:47,2,,
1145,0,追进来买了点底仓，一点点，长期真的很看好平安，平安,正,"http://guba.eastmoney.com/news,000001,879525698.html",舰载直升机元亨,2020/10/8 10:39,25,,
1207,0,AH股溢价指数调头下行！这些A股节后大概率联动上涨,正,"http://guba.eastmoney.com/news,000001,879516599.html",五朵金花开,2020/10/8 10:16,35,,
1137,1,平安向上,正,"http://guba.eastmoney.com/news,000001,879511138.html",symbian2018,2020/10/8 10:03,2,,16一直压单
1213,1,继续上16，冲20。,正,"http://guba.eastmoney.com/news,000001,879511060.html",郝郝先生的一天,2020/10/8 10:02,25,,跑跑跑-----
1105,0,我觉得平安要做龙头，这不是高位，是稳中军啊,正,"http://guba.eastmoney.com/news,000001,879510247.html",舰载直升机元亨,2020/10/8 10:00,25,,
7321,45,"祝祖国繁荣昌盛,平安中国!",正,"http://guba.eastmoney.com/news,000001,879160534.html",胜者为王9g,2020/10/8 9:52,4,,"9哥辛苦-----长假快乐！-----9哥辛苦-----长假快乐！-----谢谢,你也长假快乐!--------------------王者兄先预祝你长假快乐----------王者兄先预祝你长假快乐----------也祝你长假快乐----------也祝你长假快乐----------上午已经加到7成仓的平安银行银行了----------9哥，国庆快乐！-----也祝你长假快乐----------老师，东方财富，中环股份还在持有吗？节后看好吗-----融资？怎么个融资法？-----祝祖国繁荣昌盛,国富民强，大家节日快乐-----之前听老师的买了平安银行一直没动，，平安银行大概看到什么位置可以获利了结-----上午已经加到7成仓的平安银行银行了----------拿几个月如何?基本面或消息面有变化咱们再研究-----老师，东方财富，中环股份还在持有吗？节后看好吗-----中线看好,拿一段时间,节后消息面会影响大盘,别满仓,有变化可以补仓或做t,到时一起研究-----融资？怎么个融资法？-----去你的营业部签风险协议,你需要50万资金,两年的炒股经验-----融资？怎么个融资法？-----如果是新手,劝你不要融资,加杠杆的,一倍变两倍-----祝祖国繁荣昌盛,国富民强，大家节日快乐-----祝大家节日快乐-----之前听老师的买了平安银行一直没动，，平安银行大概看到什么位置可以获利了结-----长线说的太远了不准,咱们一步五个台阶的上,有变化随时研究-----之前听老师的买了平安银行一直没动，，平安银行大概看到什么位置可以获利了结-----好的谢谢，，-----拿几个月如何?基本面或消息面有变化咱们再研究-----没有问题，这次不换股了，累-----没有问题，这次不换股了，累-----我是说如果有变化,比如大盘因消息面利空,或者银行板块利空,或其他的因素,到时咱们一直研究,该减仓减仓,该做t做t.长线应该没问题.如果不出利空,会有新高的-----我是说如果有变化,比如大盘因消息面利空,或者银行板块利空,或其他的因素,到时咱们一直研究,该减仓减仓,该做t做t.长线应该没问题.如果不出利空,会有新高的-----好的-----老哥十一快乐！-----老哥十一快乐！-----十一快乐!----------腾飞中华民族！-----感谢-----阳没了-----上午8.51买了南京银行，下午跳水的时候买回了平银，埋伏好银行股，等待节后行情-----节日快乐----------大神，节日快乐-----我也信平安银行，深圳这边平安还是发展很好的。-----大神，节日快乐-----节日快乐"
8772,3,银行：业绩牛！000672价值洼地！,正,"http://guba.eastmoney.com/news,000001,879401201.html",股友567168,2020/10/7 20:29,4,,000672会让你越陷越深-----小牛初乳000672-----上峰水泥！水泥股中的茅台！！20元必到！！！
8441,57,"今天判断失误,抱歉,但节前下跌是好事.",正,"http://guba.eastmoney.com/news,000001,879216203.html",胜者为王9g,2020/10/7 17:25,4,,"大盘跌了，很多股票跳水了-----今天手里别的股都减仓了，埋伏了两只银行股，长期看好银行股！-----虽然东方财富吧是唯一的股票，但今日半仓已入-----深发展永远可以持有-----我本来也判断今天可能小阳，或者说，主观希望小阳。但群体恐慌和套现导致大盘和个股跌幅不小，这个趋势，如果节后没有大利好，可能会有所持续，然后市场震荡观望-----老师，您已经非常棒了。师傅引进门，修行靠个人。大方向您是正确滴。盘面瞬息万变，具体还是要靠自己把握。祝老师节日快乐----------没事的，九哥----------尾盘恐慌盘杀跌的时候，被聪明的北向资金再次抄底-----今天手里别的股都减仓了，埋伏了两只银行股，长期看好银行股！---------------深发展永远可以持有---------------老师，您已经非常棒了。师傅引进门，修行靠个人。大方向您是正确滴。盘面瞬息万变，具体还是要靠自己把握。祝老师节日快乐----------也祝你节日快乐!----------没事的，九哥--------------------尾盘恐慌盘杀跌的时候，被聪明的北向资金再次抄底----------所以节后不必害怕,不打压怎么进货,而且打压的是大金融板块-----大哥估计今天没有不被坑的！大爷的，上午虚晃一枪被套！没想到大资金都要持币过节！-----大哥估计今天没有不被坑的！大爷的，上午虚晃一枪被套！没想到大资金都要持币过节！-----没事,节前跌是好事,节后关注大金融.-----北上早上还流出，尾盘又抄底了----------被套2个点le----------被套2个点le----------这是主动买套,没事,节后高开不就回来了-----老师海通证券怎么看-----老师海通证券怎么看-----我一直说中长线好股，如果你有就别管短线-----老师，请问财通证券怎么样-----老师，请问财通证券怎么样-----与头部券商比，业绩差点，市盈率高点，走势也差不少。十月上旬开始相继公布三季报，还是头部券商稳当点-----今日是洗盘的最好日子，不用力就行了，不跌才小心呢。-----节日快乐----------老师，分析一下苏州银行如何操作-----王9哥，节日快乐！-----九哥的真诚感动了我，您没有错，天都有不测风云，更何况瞬间变化的股市，老师您辛苦了！祝王9哥、老师国庆快乐-----!-----九哥的真诚感动了我，您没有错，天都有不测风云，更何况瞬间变化的股市，老师您辛苦了！祝王9哥、老师国庆快乐-----!-----谢谢，国庆快乐----------王9哥，节日快乐！-----节日快乐！-----节日快乐----------节日快乐！-----"
2639,0,十月开门红，股市吹响进军号将向3200点进攻。推荐买没,正,"http://guba.eastmoney.com/news,000001,879451109.html",好人阿光,2020/10/7 10:16,25,,
2482,0,国庆快乐，节后大涨！,正,"http://guba.eastmoney.com/news,000001,879391619.html",帽子3,2020/10/4 20:15,5,,
4230,1,还会创新高,正,"http://guba.eastmoney.com/news,000001,879340770.html",symbian2018,2020/10/3 8:51,2,,16元本，什么时候解套
5512,0,持有平安终身平安,正,"http://guba.eastmoney.com/news,000001,879279148.html",善意者,2020/10/1 18:29,25,,
4200,4,慢牛必到19块,正,"http://guba.eastmoney.com/news,000001,879279109.html",善意者,2020/10/1 18:27,25,,基本面不变的情况下不要去预测价格，平安是好股票，潜力很大，外资近60天进了100亿，成本在14左右，坚定一点！-----基本面不变的情况下不要去预测价格，平安是好股票，潜力很大，外资近60天进了100亿，成本在14左右，坚定一点！-----16元本，何时解套-----16元本，何时解套-----我咋知道什么时候，我又不做短线，买着放那好了啊，你这样想法的，下个礼拜万一去补14.9的缺口你铁定割肉跑了。等三季度报吧-----16元本，何时解套-----被洗出去了吗？坚定持有吧孩子
3473,0,深港通北上资金继续加仓,正,"http://guba.eastmoney.com/news,000001,879273975.html",专杀造假者,2020/10/1 15:02,2,,
1478,0,三建都破净了，拉三建拉红大盘！迎接国庆！,正,"http://guba.eastmoney.com/news,000001,879181914.html",tongbc,2020/9/30 15:12,15,,
3196,2,平安银行只要业绩一直向好，有什么理由卖掉它？,正,"http://guba.eastmoney.com/news,000001,879042421.html",高智商研究中心,2020/9/30 14:58,4,,也会有波段，我是出早了14.3分批出了15000股----------低位守筹码，吃尽主升浪，才是和味。
1458,0,分时线底背离了，仔细看看，下午上0轴，就会走强了。,正,"http://guba.eastmoney.com/news,000001,879155348.html",小明同学9号,2020/9/30 13:16,4,,
1566,1,不会玩K线也不懂，放进去就当存钱了，存个一年在来看,正,"http://guba.eastmoney.com/news,000001,879137242.html",股友1InOr0,2020/9/30 11:36,15,,说得容易
1775,2,新进驻，11.76成本，准备长线持有,正,"http://guba.eastmoney.com/news,000001,879132013.html",大草民,2020/9/30 11:19,2,,高点没抛点？成本向下做原来十元，现在零元再下来再接回来-----高点没抛点？成本向下做原来十元，现在零元再下来再接回来-----深圳本地银行股、背靠平安保险，加上深圳大力发展金融服务业，长线必有回报，短线懒得折腾。
957,0,坐轿，平安银行护盘指数,正,"http://guba.eastmoney.com/news,000001,879123747.html",小明同学9号,2020/9/30 11:02,4,,
1483,3,今天又加仓了[困顿],正,"http://guba.eastmoney.com/news,000001,879084811.html",zxccvbnmytfcv,2020/9/30 9:52,3,,谁加仓了-----厉害今天加仓拼节回消息？-----厉害今天加仓拼节回消息？-----买银行股还要靠炒消息？只是求稳定收益而已-----
1220,0,龙头地位稳固,正,"http://guba.eastmoney.com/news,000001,879065692.html",每月一计ROE,2020/9/30 9:00,4,,
5876,2,银行板块龙头，走起,正,"http://guba.eastmoney.com/news,000001,878840638.html",牛市终于回来了,2020/9/30 8:43,4,,#NAME?
2703,1,明天升到16.36,正,"http://guba.eastmoney.com/news,000001,879053387.html",狼子会投8,2020/9/30 0:21,25,,收多少全凭合庄们的心情
